Country;Sub-commodity;Year;Production
Philippines;Ferro-chrome;1993;11900.0
Philippines;Ferro-silicon;1993;10000.0
Romania;Ferro-chrome;1993;3907.0
Romania;Ferro-manganese;1993;16390.0
Russia;Ferro-manganese;1993;150000.0
Russia;Ferro-silico-chrome;1993;40000.0
Serbia and Montenegro;Ferro-nickel;1993;1283.0
Slovenia;Ferro-chrome;1993;8812.0
Slovenia;Ferro-silicon;1993;12000.0
South Africa;Ferro-manganese;1993;393372.0
Sweden;Ferro-chrome;1993;127543.0
Taiwan;Ferro-manganese;1993;11000.0
USA;Ferro-silicon;1993;323351.0
USA;Silicon metal;1993;158570.0
Venezuela;Ferro-silicon;1993;47522.0
Argentina;Ferro-silico-manganese;1994;29358.0
Australia;Ferro-manganese;1994;109500.0
Austria;Ferro-molybdenum;1994;5600.0
Austria;Ferro-nickel;1994;5000.0
Brazil;Ferro-calcium-silicon;1994;23976.0
Brazil;Ferro-niobium;1994;17901.0
Brazil;Ferro-silico-magnesium;1994;8412.0
Brazil;Ferro-silicon;1994;198505.0
Chile;Ferro-chrome;1994;1579.0
China;Ferro-chrome;1994;370000.0
China;Ferro-silico-manganese;1994;657000.0
China;Ferro-silicon;1994;1100000.0
Egypt;Other ferro-alloys;1994;44393.0
France;Ferro-silico-manganese;1994;66230.0
France;Ferro-silicon;1994;111590.0
Georgia;Ferro-silico-manganese;1994;10958.0
Germany;Other ferro-alloys;1994;30000.0
Germany;Silicon metal;1994;17416.0
India;Ferro-aluminium;1994;352.0
India;Ferro-silico-manganese;1994;172000.0
Indonesia;Ferro-manganese;1994;10000.0
Japan;Ferro-molybdenum;1994;3930.0
Japan;Ferro-silicon;1994;12208.0
Korea (Rep. of);Ferro-silico-manganese;1994;89023.0
Norway;Ferro-chrome;1994;120000.0
Norway;Ferro-silico-manganese;1994;197328.0
Norway;Silicon metal;1994;91714.0
Philippines;Ferro-silicon;1994;10000.0
Poland;Ferro-manganese;1994;66300.0
Russia;Ferro-chrome;1994;265525.0
South Africa;Ferro-chrome;1994;1199400.0
South Africa;Silicon metal;1994;36169.0
Spain;Ferro-chrome;1994;2300.0
Sweden;Ferro-silicon;1994;18584.0
Taiwan;Ferro-silicon;1994;646.0
Turkey;Ferro-chrome;1994;97540.0
USA;Other ferro-alloys;1994;200000.0
Zimbabwe;Ferro-silico-chrome;1994;36351.0
Argentina;Ferro-manganese;1995;6500.0
Belgium;Ferro-manganese;1995;10600.0
Belgium;Ferro-vanadium;1995;4000.0
Bhutan;Ferro-silicon;1995;12000.0
Brazil;Ferro-calcium-silicon;1995;27192.0
Brazil;Ferro-silico-chrome;1995;5129.0
Brazil;Other ferro-alloys;1995;669.0
Bulgaria;Other ferro-alloys;1995;2000.0
Canada;Ferro-niobium;1995;3300.0
Chile;Ferro-chrome;1995;2730.0
Chile;Ferro-silico-manganese;1995;1618.0
China;Ferro-chrome;1995;600000.0
France;Ferro-silicon;1995;108000.0
France;Silicon metal;1995;71447.0
Georgia;Other ferro-alloys;1995;64.0
Italy;Ferro-chrome;1995;51017.0
Japan;Ferro-nickel;1995;351337.0
Japan;Ferro-niobium;1995;37.0
Japan;Ferro-silicon;1995;3650.0
Japan;Other ferro-alloys;1995;4669.0
Korea (Rep. of);Ferro-manganese;1995;118798.0
Korea, Dem. P.R. of;Ferro-alloys;1995;12000.0
Mexico;Ferro-silico-manganese;1995;67713.0
North Macedonia;Ferro-alloys;1995;70000.0
Norway;Ferro-chrome;1995;148000.0
Russia;Ferro-manganese;1995;82500.0
Russia;Ferro-silico-chrome;1995;30000.0
Russia;Ferro-silicon;1995;350000.0
Russia;Other ferro-alloys;1995;40000.0
South Africa;Other ferro-alloys;1995;1000.0
Spain;Ferro-silico-manganese;1995;83671.0
Turkey;Ferro-chrome;1995;88561.0
USA;Ferro-chrome;1995;72469.0
USA;Other ferro-alloys;1995;188000.0
Ukraine;Spiegeleisen;1995;2500.0
Venezuela;Ferro-silico-manganese;1995;52007.0
Zimbabwe;Ferro-chrome;1995;254142.0
Argentina;Ferro-silicon;1996;19000.0
Argentina;Other ferro-alloys;1996;21858.0
Australia;Ferro-manganese;1996;89449.0
Australia;Silicon metal;1996;30000.0
Bhutan;Ferro-silicon;1996;13000.0
Bosnia & Herzegovina;Ferro-silicon;1996;1000.0
Brazil;Ferro-chrome;1996;72609.0
Chile;Ferro-chrome;1996;2079.0
Chile;Ferro-manganese;1996;8498.0
Chile;Ferro-silicon;1996;4650.0
Dominican Republic;Ferro-nickel;1996;78488.0
Egypt;Other ferro-alloys;1996;26630.0
Finland;Ferro-chrome & ferro-silico-chrome;1996;225155.0
Georgia;Ferro-silico-manganese;1996;6995.0
Germany;Other ferro-alloys;1996;30000.0
Greece;Ferro-nickel;1996;71204.0
India;Ferro-manganese;1996;188000.0
Indonesia;Ferro-manganese;1996;14000.0
Iran;Ferro-silicon;1996;37677.0
Japan;Ferro-nickel;1996;328699.0
Japan;Ferro-silico-manganese;1996;75802.0
Korea, Dem. P.R. of;Ferro-alloys;1996;10000.0
North Macedonia;Ferro-alloys;1996;69000.0
Norway;Ferro-silicon;1996;463423.0
Norway;Other ferro-alloys;1996;25628.0
Romania;Ferro-silicon;1996;23827.0
Romania;Silicon metal;1996;300.0
Russia;Ferro-chrome;1996;135495.0
Spain;Ferro-silico-manganese;1996;101840.0
Spain;Silicon metal;1996;16936.0
Sweden;Ferro-silicon;1996;21287.0
Turkey;Ferro-silicon;1996;4460.0
USA;Ferro-silicon;1996;362000.0
Zimbabwe;Ferro-silico-chrome;1996;33175.0
Argentina;Ferro-manganese;1997;7672.0
Belgium;Ferro-silico-manganese;1997;7700.0
Bhutan;Ferro-silicon;1997;15000.0
Brazil;Ferro-chrome;1997;67429.0
Brazil;Ferro-silico-chrome;1997;7056.0
Bulgaria;Ferro-silicon;1997;8000.0
Chile;Ferro-manganese;1997;5608.0
China;Ferro-chrome;1997;358700.0
France;Ferro-manganese & spiegeleisen;1997;434377.0
Georgia;Ferro-manganese;1997;3991.0
Indonesia;Ferro-manganese;1997;15000.0
Iran;Ferro-silicon;1997;37692.0
Kazakhstan;Ferro-silico-manganese;1997;55053.0
Korea (Rep. of);Ferro-manganese;1997;158755.0
Korea, Dem. P.R. of;Ferro-alloys;1997;10000.0
New Caledonia;Ferro-nickel;1997;159019.0
Norway;Ferro-chrome;1997;145124.0
Norway;Ferro-manganese;1997;119318.0
Poland;Ferro-manganese;1997;47500.0
Romania;Ferro-chrome;1997;950.0
Romania;Ferro-silicon;1997;9620.0
Russia;Ferro-manganese;1997;47100.0
Russia;Silicon metal;1997;40000.0
Slovakia;Ferro-silicon;1997;50133.0
Slovakia;Other ferro-alloys;1997;29308.0
Slovenia;Ferro-silicon;1997;10000.0
South Africa;Ferro-manganese;1997;498759.0
Spain;Ferro-silico-manganese;1997;122199.0
Spain;Ferro-silicon;1997;38340.0
Sweden;Ferro-silicon;1997;22410.0
Taiwan;Ferro-silicon;1997;3391.0
Turkey;Ferro-chrome;1997;108320.0
USA;Ferro-chrome;1997;60700.0
Ukraine;Ferro-silico-manganese;1997;559700.0
Venezuela;Ferro-silico-manganese;1997;57876.0
Zimbabwe;Ferro-silico-chrome;1997;16614.0
Argentina;Ferro-silicon;1998;11000.0
Australia;Ferro-manganese;1998;95658.0
Belgium;Ferro-silico-manganese;1998;5035.0
Canada;Ferro-niobium;1998;3400.0
Chile;Ferro-silicon;1998;1159.0
China;Ferro-silico-chrome;1998;69050.0
China;Ferro-vanadium;1998;9130.0
Croatia;Ferro-chrome;1998;11861.0
France;Other ferro-alloys;1998;55000.0
India;Ferro-chrome;1998;307000.0
India;Ferro-manganese;1998;165000.0
Iran;Ferro-chrome;1998;14590.0
Japan;Ferro-chrome;1998;142931.0
Japan;Other ferro-alloys;1998;1101.0
Kazakhstan;Ferro-silico-manganese;1998;57376.0
Korea (Rep. of);Ferro-silico-manganese;1998;106997.0
Korea, Dem. P.R. of;Ferro-alloys;1998;10000.0
New Caledonia;Ferro-nickel;1998;157959.0
Poland;Ferro-manganese;1998;50152.0
Russia;Ferro-chrome;1998;218100.0
South Africa;Ferro-chrome;1998;2025260.0
Spain;Ferro-manganese;1998;18360.0
Spain;Ferro-silico-manganese;1998;107952.0
Sweden;Ferro-silicon;1998;20356.0
Turkey;Ferro-silicon;1998;4810.0
USA;Ferro-chrome;1998;30000.0
USA;Ferro-silicon;1998;334000.0
Ukraine;Ferro-silico-manganese;1998;485560.0
Venezuela;Ferro-manganese;1998;7671.0
Argentina;Ferro-silico-manganese;1999;10000.0
Australia;Ferro-silico-manganese;1999;101455.0
Austria;Ferro-molybdenum;1999;4900.0
Austria;Ferro-vanadium;1999;6400.0
Belgium;Ferro-vanadium;1999;1359.0
Brazil;Ferro-silicon;1999;200833.0
Bulgaria;Ferro-silicon;1999;8000.0
Chile;Ferro-chrome;1999;2000.0
Chile;Ferro-silicon;1999;1000.0
China;Ferro-silico-chrome;1999;50400.0
Dominican Republic;Ferro-nickel;1999;63760.0
Finland;Ferro-chrome & ferro-silico-chrome;1999;256290.0
France;Ferro-silicon;1999;110000.0
Germany;Ferro-chrome;1999;16960.0
Iran;Ferro-silicon;1999;34680.0
Italy;Silicon metal;1999;6257.0
Japan;Ferro-nickel;1999;332293.0
Japan;Ferro-silico-manganese;1999;65744.0
Japan;Ferro-silicon;1999;1452.0
Japan;Other ferro-alloys;1999;6077.0
Kazakhstan;Ferro-silico-chrome;1999;49282.0
Korea (Rep. of);Ferro-manganese;1999;140208.0
Korea (Rep. of);Other ferro-alloys;1999;4639.0
New Caledonia;Ferro-nickel;1999;157592.0
Norway;Other ferro-alloys;1999;49000.0
Poland;Ferro-silico-manganese;1999;10000.0
Russia;Ferro-manganese;1999;90000.0
Russia;Ferro-silicon;1999;601413.0
Slovakia;Ferro-chrome;1999;6986.0
Spain;Ferro-manganese;1999;10000.0
Sweden;Ferro-chrome;1999;128269.0
Ukraine;Ferro-silico-manganese;1999;498905.0
Venezuela;Ferro-silico-manganese;1999;47635.0
Zimbabwe;Ferro-silico-chrome;1999;24760.0
Argentina;Ferro-silico-manganese;2000;4900.0
Australia;Silicon metal;2000;30000.0
Bhutan;Ferro-silicon;2000;15000.0
Brazil;Ferro-chrome;2000;134562.0
Brazil;Ferro-niobium;2000;27359.0
Canada;Silicon metal;2000;30000.0
Chile;Ferro-silicon;2000;1000.0
China;Ferro-chrome;2000;395000.0
China;Ferro-silico-chrome;2000;50000.0
France;Ferro-silicon;2000;110000.0
Georgia;Other ferro-alloys;2000;582.0
Indonesia;Ferro-manganese;2000;12000.0
Japan;Ferro-chrome;2000;130074.0
Japan;Ferro-tungsten;2000;42.0
Kazakhstan;Ferro-silico-chrome;2000;55634.0
Korea (Rep. of);Ferro-silico-manganese;2000;103522.0
Korea, Dem. P.R. of;Ferro-alloys;2000;10000.0
Norway;Silicon metal;2000;138139.0
Poland;Ferro-silicon;2000;55969.0
Romania;Ferro-manganese;2000;1989.0
Russia;Ferro-silicon;2000;652000.0
Russia;Spiegeleisen;2000;7000.0
Slovakia;Ferro-silicon;2000;59443.0
Slovenia;Ferro-silicon;2000;9000.0
South Africa;Ferro-chrome;2000;2574264.0
South Africa;Ferro-silicon;2000;108513.0
Sweden;Ferro-chrome;2000;106399.0
Turkey;Ferro-silico-chrome;2000;7170.0
USA;Silicon metal;2000;175000.0
Ukraine;Ferro-manganese;2000;338100.0
Zimbabwe;Ferro-silico-chrome;2000;19631.0
Argentina;Other ferro-alloys;2001;9925.0
Australia;Silicon metal;2001;30000.0
Brazil;Ferro-silico-chrome;2001;5899.0
Brazil;Ferro-silico-manganese;2001;180235.0
Chile;Ferro-molybdenum;2001;1784.0
China;Ferro-manganese;2001;947300.0
China;Ferro-silico-chrome;2001;59859.0
Dominican Republic;Ferro-nickel;2001;54784.0
Iceland;Ferro-silicon;2001;112935.0
India;Ferro-silicon;2001;76209.0
Kazakhstan;Ferro-silico-chrome;2001;79746.0
Kazakhstan;Other ferro-alloys;2001;1730.0
Korea (Rep. of);Other ferro-alloys;2001;4452.0
Norway;Silicon metal;2001;134958.0
Poland;Ferro-silicon;2001;48608.0
Russia;Ferro-manganese;2001;55000.0
Russia;Ferro-nickel;2001;30000.0
Russia;Ferro-silico-chrome;2001;79115.0
Russia;Silicon metal;2001;40000.0
Slovakia;Other ferro-alloys;2001;46357.0
Slovenia;Ferro-silicon;2001;9000.0
South Africa;Ferro-silicon;2001;107557.0
USA;Silicon metal;2001;131047.0
Ukraine;Ferro-manganese;2001;335000.0
Ukraine;Spiegeleisen;2001;5000.0
Argentina;Other ferro-alloys;2002;17289.0
Argentina;Silicon metal;2002;8000.0
Australia;Silicon metal;2002;30000.0
Brazil;Ferro-silico-chrome;2002;10522.0
Canada;Ferro-silicon;2002;56000.0
Canada;Silicon metal;2002;30000.0
China;Other ferro-alloys;2002;4465000.0
Colombia;Ferro-nickel;2002;101000.0
Finland;Ferro-chrome;2002;248000.0
France;Ferro-silico-manganese;2002;66215.0
France;Silicon metal;2002;84768.0
Georgia;Ferro-silico-manganese;2002;30432.0
India;Ferro-molybdenum;2002;3114.0
India;Ferro-silico-manganese;2002;304212.0
Indonesia;Ferro-nickel;2002;42306.0
Japan;Ferro-chrome;2002;91937.0
Japan;Ferro-tungsten;2002;9.0
Japan;Other ferro-alloys;2002;6376.0
Kazakhstan;Ferro-chrome;2002;835743.0
Kazakhstan;Ferro-silico-chrome;2002;108028.0
Kazakhstan;Ferro-silicon;2002;126968.0
Kazakhstan;Other ferro-alloys;2002;986.0
North Macedonia;Ferro-nickel;2002;5135.0
Norway;Ferro-silico-manganese;2002;252723.0
Norway;Other ferro-alloys;2002;48500.0
Poland;Ferro-silicon;2002;41759.0
Slovakia;Ferro-chrome;2002;5695.0
South Africa;Ferro-vanadium;2002;11000.0
South Africa;Silicon metal;2002;42500.0
Spain;Ferro-manganese;2002;33218.0
Spain;Silicon metal;2002;26071.0
Sweden;Ferro-silicon;2002;21500.0
Turkey;Ferro-chrome;2002;11200.0
Ukraine;Ferro-silicon;2002;250617.0
Zimbabwe;Ferro-chrome;2002;258164.0
Albania;Ferro-chrome;2003;37800.0
Argentina;Ferro-silicon;2003;2700.0
Argentina;Other ferro-alloys;2003;15000.0
Argentina;Silicon metal;2003;8000.0
Australia;Ferro-manganese;2003;104022.0
Austria;Ferro-molybdenum;2003;4400.0
Canada;Silicon metal;2003;30000.0
China;Other ferro-alloys;2003;5738000.0
Finland;Ferro-chrome;2003;250000.0
Germany;Ferro-chrome;2003;18318.0
Germany;Other ferro-alloys;2003;30000.0
Iceland;Ferro-silicon;2003;117171.0
India;Ferro-silicon;2003;68844.0
India;Ferro-vanadium;2003;769.0
Indonesia;Ferro-silico-manganese;2003;7000.0
Korea (Rep. of);Ferro-manganese;2003;141000.0
Korea, Dem. P.R. of;Ferro-alloys;2003;10000.0
Mexico;Ferro-silico-manganese;2003;81223.0
New Caledonia;Ferro-nickel;2003;167208.0
North Macedonia;Ferro-nickel;2003;5629.0
Norway;Ferro-manganese;2003;245000.0
Norway;Ferro-silico-manganese;2003;250000.0
Norway;Ferro-silicon;2003;350000.0
Russia;Ferro-chrome;2003;351729.0
Russia;Ferro-nickel;2003;17000.0
Russia;Other ferro-alloys;2003;30000.0
Russia;Spiegeleisen;2003;7000.0
South Africa;Ferro-chrome;2003;2813000.0
Turkey;Ferro-silico-chrome;2003;6715.0
Ukraine;Ferro-manganese;2003;383200.0
Venezuela;Ferro-nickel;2003;75278.0
Albania;Ferro-chrome;2004;47700.0
Australia;Ferro-silico-manganese;2004;116630.0
Brazil;Ferro-chrome;2004;204626.0
Brazil;Ferro-niobium;2004;35863.0
Brazil;Ferro-silico-magnesium;2004;37031.0
India;Ferro-silico-magnesium;2004;7092.0
India;Ferro-silico-manganese;2004;498047.0
Japan;Ferro-nickel;2004;374213.0
Japan;Other ferro-alloys;2004;7321.0
Kazakhstan;Ferro-chrome;2004;1080993.0
Kazakhstan;Ferro-silico-chrome;2004;104800.0
Mexico;Ferro-manganese;2004;72471.0
Poland;Ferro-silicon;2004;83552.0
Russia;Ferro-chrome;2004;453639.0
South Africa;Ferro-silico-manganese;2004;373928.0
South Africa;Silicon metal;2004;50500.0
Spain;Silicon metal;2004;30000.0
Turkey;Ferro-chrome;2004;33686.0
Turkey;Ferro-silico-chrome;2004;5560.0
Ukraine;Ferro-manganese;2004;498800.0
Ukraine;Ferro-silicon;2004;324700.0
Venezuela;Ferro-manganese;2004;15000.0
Zimbabwe;Ferro-chrome;2004;218065.0
Australia;Ferro-manganese;2005;166513.0
Australia;Ferro-silico-manganese;2005;96575.0
Bhutan;Ferro-silicon;2005;20000.0
Brazil;Ferro-silico-chrome;2005;16683.0
Brazil;Ferro-silico-magnesium;2005;43980.0
Brazil;Ferro-silico-manganese;2005;341565.0
Bulgaria;Ferro-silicon;2005;10000.0
Dominican Republic;Ferro-nickel;2005;73962.0
Egypt;Other ferro-alloys;2005;30000.0
Eswatini (Swaziland);Ferro-vanadium;2005;345.0
France;Ferro-manganese & spiegeleisen;2005;109111.0
France;Silicon metal;2005;100000.0
Georgia;Ferro-manganese;2005;13945.0
Germany;Silicon metal;2005;29349.0
India;Ferro-silico-manganese;2005;596372.0
Iran;Ferro-chrome;2005;8000.0
Iran;Ferro-silicon;2005;50000.0
Italy;Ferro-silico-manganese;2005;99000.0
Japan;Ferro-silico-manganese;2005;94725.0
Kazakhstan;Ferro-chrome;2005;1156167.0
Kazakhstan;Ferro-silico-chrome;2005;97870.0
Kazakhstan;Ferro-silico-manganese;2005;170001.0
Korea (Rep. of);Ferro-silico-manganese;2005;74000.0
Korea, Dem. P.R. of;Ferro-alloys;2005;10000.0
Norway;Other ferro-alloys;2005;60000.0
Russia;Ferro-chrome;2005;511600.0
Russia;Silicon metal;2005;75000.0
Slovakia;Other ferro-alloys;2005;48161.0
South Africa;Ferro-silicon;2005;127000.0
Spain;Ferro-silicon;2005;70000.0
Spain;Silicon metal;2005;32000.0
Turkey;Ferro-silico-chrome;2005;6695.0
USA;Silicon metal;2005;143000.0
Venezuela;Ferro-nickel;2005;56300.0
Zimbabwe;Ferro-silicon;2005;4882.0
Australia;Ferro-manganese;2006;114715.0
Australia;Silicon metal;2006;33000.0
Austria;Ferro-molybdenum;2006;5000.0
Austria;Ferro-nickel;2006;2500.0
Brazil;Ferro-niobium;2006;60826.0
Brazil;Ferro-silico-chrome;2006;8221.0
Brazil;Other ferro-alloys;2006;44280.0
Brazil;Silicon metal;2006;226380.0
China;Other ferro-alloys;2006;13223000.0
Czech Republic;Ferro-vanadium;2006;2800.0
Dominican Republic;Ferro-nickel;2006;76659.0
Egypt;Other ferro-alloys;2006;30000.0
Georgia;Ferro-silico-manganese;2006;116945.0
India;Ferro-manganese;2006;296726.0
India;Other ferro-alloys;2006;409.0
Iran;Ferro-silicon;2006;50000.0
Kazakhstan;Other ferro-alloys;2006;1787.0
Korea, Dem. P.R. of;Ferro-alloys;2006;10000.0
Mexico;Ferro-manganese;2006;64318.0
Norway;Other ferro-alloys;2006;60000.0
Norway;Silicon metal;2006;150000.0
Poland;Ferro-silico-manganese;2006;3310.0
Poland;Ferro-silicon;2006;13034.0
Russia;Ferro-chrome;2006;500837.0
Russia;Ferro-nickel;2006;29085.0
South Africa;Ferro-chrome;2006;2893400.0
Sweden;Ferro-chrome;2006;136400.0
Ukraine;Ferro-manganese;2006;373000.0
Ukraine;Ferro-nickel;2006;90000.0
Ukraine;Ferro-silico-manganese;2006;1168000.0
Venezuela;Ferro-manganese;2006;15000.0
Armenia;Ferro-molybdenum;2007;5977.0
Australia;Silicon metal;2007;33000.0
Brazil;Ferro-nickel;2007;28900.0
Brazil;Ferro-silico-magnesium;2007;30221.0
Brazil;Other ferro-alloys;2007;45330.0
Brazil;Silicon metal;2007;225120.0
China;Ferro-chrome;2007;1296000.0
China;Ferro-silico-chrome;2007;38700.0
Dominican Republic;Ferro-nickel;2007;75069.0
France;Ferro-silico-manganese;2007;65400.0
France;Ferro-silicon;2007;31000.0
Germany;Silicon metal;2007;29379.0
Greece;Ferro-nickel;2007;93300.0
Iceland;Ferro-silicon;2007;114886.0
India;Ferro-aluminium;2007;9377.0
Iran;Ferro-silicon;2007;50000.0
Japan;Ferro-manganese;2007;420151.0
Kazakhstan;Ferro-silico-manganese;2007;188445.0
Kazakhstan;Ferro-silicon;2007;59886.0
Norway;Ferro-silico-manganese;2007;293699.0
Russia;Ferro-silico-manganese;2007;40000.0
Russia;Silicon metal;2007;54500.0
South Africa;Ferro-manganese;2007;672000.0
Spain;Ferro-silico-manganese;2007;153000.0
Turkey;Ferro-chrome;2007;69730.0
Ukraine;Other ferro-alloys;2007;53174.0
Albania;Ferro-chrome;2008;16315.0
Brazil;Ferro-silico-chrome;2008;13674.0
Canada;Silicon metal;2008;50000.0
China;Ferro-chrome;2008;1505800.0
China;Ferro-silico-chrome;2008;72300.0
China;Other ferro-alloys;2008;16722000.0
India;Ferro-silico-manganese;2008;891458.0
Iran;Ferro-chrome;2008;8000.0
Iran;Ferro-silicon;2008;50000.0
Japan;Ferro-manganese;2008;431181.0
Japan;Ferro-vanadium;2008;3477.0
Japan;Other ferro-alloys;2008;14478.0
Kazakhstan;Ferro-chrome;2008;1220315.0
New Caledonia;Ferro-nickel;2008;148960.0
North Macedonia;Ferro-silicon;2008;42674.0
Poland;Ferro-manganese;2008;8475.0
Poland;Ferro-silico-manganese;2008;25061.0
Russia;Ferro-chrome;2008;475686.0
Slovakia;Ferro-silicon;2008;10844.0
Sweden;Ferro-chrome;2008;118700.0
Turkey;Ferro-silico-chrome;2008;6094.0
Venezuela;Ferro-silico-manganese;2008;52000.0
Albania;Ferro-chrome;2009;5705.0
Argentina;Ferro-silico-manganese;2009;6644.0
Armenia;Ferro-molybdenum;2009;5144.0
Brazil;Ferro-chrome;2009;108893.0
Brazil;Ferro-silico-chrome;2009;1745.0
Bulgaria;Ferro-silicon;2009;3000.0
China;Ferro-silico-chrome;2009;116000.0
Colombia;Ferro-nickel;2009;153628.0
Egypt;Ferro-silicon;2009;47205.0
Georgia;Ferro-manganese;2009;4500.0
Germany;Silicon metal;2009;27620.0
Greece;Ferro-nickel;2009;42400.0
Japan;Ferro-vanadium;2009;2560.0
Kazakhstan;Ferro-silico-chrome;2009;60829.0
Kazakhstan;Ferro-silicon;2009;33100.0
Korea (Rep. of);Other ferro-alloys;2009;3921.0
Korea, Dem. P.R. of;Ferro-alloys;2009;10000.0
Kosovo;Ferro-nickel;2009;27700.0
Norway;Ferro-silico-manganese;2009;247615.0
Poland;Ferro-silico-manganese;2009;72.0
Russia;Ferro-nickel;2009;31529.0
Russia;Ferro-silico-manganese;2009;98700.0
South Africa;Ferro-chrome;2009;2346132.0
South Africa;Silicon metal;2009;39000.0
Spain;Ferro-silicon;2009;44000.0
USA;Silicon metal;2009;143000.0
Ukraine;Ferro-manganese;2009;135339.0
Ukraine;Ferro-silico-manganese;2009;771950.0
Zimbabwe;Ferro-silicon;2009;603.0
Australia;Silicon metal;2010;37000.0
Austria;Ferro-vanadium;2010;8000.0
Bahrain;Ferro-silicon;2010;3700.0
Bhutan;Ferro-silicon;2010;97500.0
Brazil;Ferro-silico-manganese;2010;218656.0
Brazil;Ferro-silicon;2010;247306.0
France;Silicon metal;2010;112000.0
Georgia;Ferro-silico-manganese;2010;203791.0
India;Ferro-silico-magnesium;2010;19079.0
India;Ferro-vanadium;2010;1521.0
Kazakhstan;Ferro-silico-manganese;2010;224627.0
Poland;Other ferro-alloys;2010;200.0
Russia;Ferro-silico-manganese;2010;147900.0
Slovakia;Ferro-silicon;2010;26419.0
South Africa;Ferro-silicon;2010;128000.0
Spain;Ferro-silicon;2010;64400.0
Spain;Silicon metal;2010;32500.0
Ukraine;Ferro-nickel;2010;102940.0
Bahrain;Ferro-manganese;2011;33500.0
Brazil;Ferro-silicon;2011;210910.0
Canada;Ferro-silicon;2011;31039.0
France;Ferro-manganese;2011;130500.0
France;Other ferro-alloys;2011;60000.0
Georgia;Ferro-silico-manganese;2011;242746.0
Germany;Other ferro-alloys;2011;9985.0
Germany;Silicon metal;2011;30134.0
Iceland;Ferro-silicon;2011;120076.0
India;Ferro-molybdenum;2011;1058.0
India;Ferro-silicon;2011;89000.0
India;Ferro-titanium;2011;595.0
Indonesia;Ferro-manganese;2011;12000.0
Japan;Ferro-molybdenum;2011;5167.0
Kazakhstan;Ferro-silico-chrome;2011;143296.0
Kazakhstan;Other ferro-alloys;2011;1754.0
Korea (Rep. of);Other ferro-alloys;2011;4162.0
Mexico;Ferro-manganese;2011;73684.0
Norway;Ferro-silico-manganese;2011;266000.0
Russia;Ferro-molybdenum;2011;6917.0
Slovakia;Ferro-silicon;2011;32304.0
Slovakia;Other ferro-alloys;2011;18575.0
South Africa;Ferro-manganese;2011;696000.0
South Africa;Silicon metal;2011;59000.0
Spain;Ferro-silicon;2011;69700.0
Turkey;Ferro-chrome;2011;79950.0
Ukraine;Ferro-manganese;2011;187897.0
Venezuela;Ferro-nickel;2011;51800.0
Argentina;Ferro-silico-manganese;2012;11000.0
Austria;Ferro-molybdenum;2012;4000.0
Bahrain;Ferro-manganese;2012;5300.0
Bahrain;Ferro-silicon;2012;3000.0
Brazil;Ferro-chrome;2012;162535.0
Brazil;Ferro-nickel;2012;94443.0
Brazil;Ferro-niobium;2012;80187.0
Brazil;Ferro-silico-manganese;2012;241705.0
Brazil;Silicon metal;2012;230000.0
Canada;Ferro-silicon;2012;31979.0
Colombia;Ferro-nickel;2012;138966.0
Dominican Republic;Ferro-nickel;2012;38433.0
India;Ferro-silicon;2012;90000.0
Italy;Ferro-manganese;2012;27000.0
Japan;Ferro-manganese;2012;436171.0
Kazakhstan;Ferro-chrome;2012;1305343.0
New Caledonia;Ferro-nickel;2012;184476.0
North Macedonia;Ferro-silico-manganese;2012;14179.0
Norway;Ferro-manganese;2012;325900.0
Poland;Ferro-silicon;2012;78115.0
Russia;Ferro-manganese;2012;170000.0
Russia;Ferro-silico-chrome;2012;4200.0
Slovakia;Ferro-silicon;2012;32726.0
Slovakia;Other ferro-alloys;2012;20059.0
South Africa;Ferro-chrome;2012;3063257.0
Sweden;Ferro-chrome;2012;35800.0
Turkey;Ferro-silico-chrome;2012;3000.0
USA;Ferro-Alloys (Ferro-silicon & silicon metal);2012;499000.0
Ukraine;Ferro-manganese;2012;163921.0
Ukraine;Ferro-nickel;2012;119652.0
Zimbabwe;Ferro-chrome;2012;195750.0
Austria;Ferro-molybdenum;2013;4000.0
Austria;Ferro-vanadium;2013;8000.0
Bahrain;Ferro-silico-manganese;2013;20000.0
Brazil;Ferro-silico-magnesium;2013;20000.0
Canada;Ferro-niobium;2013;4916.0
China;Ferro-alloys;2013;37762000.0
Czech Republic;Ferro-vanadium;2013;6400.0
Finland;Ferro-chrome;2013;434000.0
France;Ferro-silico-manganese;2013;64900.0
France;Silicon metal;2013;110000.0
Georgia;Ferro-manganese;2013;4500.0
Germany;Ferro-chrome;2013;17800.0
India;Ferro-aluminium;2013;5497.0
India;Ferro-vanadium;2013;906.0
Iran;Ferro-silicon;2013;50000.0
Japan;Ferro-chrome;2013;21671.0
Kazakhstan;Ferro-silico-chrome;2013;165195.0
Kazakhstan;Ferro-silico-manganese;2013;203926.0
Mexico;Ferro-silico-manganese;2013;157855.0
New Caledonia;Ferro-nickel;2013;174078.0
Poland;Other ferro-alloys;2013;11250.0
Russia;Ferro-vanadium;2013;14059.0
Russia;Silicon metal;2013;48000.0
Slovakia;Ferro-silicon;2013;41664.0
South Africa;Ferro-silico-manganese;2013;134000.0
South Africa;Silicon metal;2013;34000.0
Turkey;Ferro-silicon;2013;2000.0
Ukraine;Ferro-manganese;2013;88626.0
